	TCGA-S3-AA0Z-01	TCGA-S3-A6ZH-01	TCGA-S3-A6ZF-01	TCGA-S3-AA11-01	TCGA-S3-AA14-01	TCGA-S3-AA15-01	TCGA-S3-AA10-01	TCGA-S3-A6ZG-01	TCGA-S3-AA17-01	TCGA-S3-AA12-01
LYPD3	4147	19612	1432	873	3241	395	3105	3580	2101	1569
LYPD4	2	3	4	0	3	0	0	0	0	0
LYPD5	765	452	104	82	50	121	778	298	186	35
LYPD6B	12	1172	461	659	95	32	112	2630	707	1536
LYPD6	220	2700	567	671	278	26	220	5051	989	464
LYPLA1	2717	7498	7597	3261	3531	1229	5213	6473	1786	4793
LYPLA2P1	156	190	184	142	193	155	193	165	125	180
LYPLA2	3022	3501	3233	3137	2630	3160	3446	2827	2154	3047
LYPLAL1	1313	1790	2130	942	488	458	454	1863	892	788
LYRM1	1457	2409	1288	747	786	600	443	2735	940	813
LYRM2	3618	2069	2074	1824	941	1141	1277	2427	961	1211
LYRM4	1085	1156	555	652	412	773	1057	651	501	946
LYRM5	485	881	1663	471	716	219	350	630	358	627
LYRM7	891	1083	1120	367	587	291	427	1291	604	321
LYSMD1	3207	1663	1334	744	369	671	839	1434	745	889
LYSMD2	702	154	789	242	84	313	737	402	366	61
LYSMD3	1321	1885	1818	1015	1025	614	667	2355	464	708
LYSMD4	749	82	345	162	203	367	258	178	172	29
LYST	2094	4735	3507	1979	1194	872	2014	2240	2036	2460
LYVE1	93	23	66	18	51	446	115	37	71	23
LYZL1	19	10	1	0	0	0	0	0	3	0
LYZL2	0	138	3	0	0	0	0	1	18	0
LYZL4	0	2	3	1	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0	0	0	0	0
LYZ	9193	11309	3973	1315	1193	13698	56442	10592	42292	1976
LZIC	1349	1672	963	656	927	418	782	1244	452	1028
LZTFL1	1644	1056	1193	894	969	619	854	3169	831	1600
LZTR1	8385	3818	3135	3900	2738	2649	2216	3483	5571	2945
LZTS1	1319	320	664	484	743	946	1750	391	534	176
LZTS2	6789	3216	4424	6831	4290	2736	2861	5038	3789	3234
M6PR	10875	12284	10985	5378	5233	5545	11208	11130	6882	3865
MAB21L1	10	38	30	31	133	121	7	37	20	4
MAB21L2	2	0	0	1	2	0	0	3	2	0
MACC1	91	1041	1139	478	1496	427	1312	1150	975	132
MACF1	16553	9456	12641	13920	8926	10153	12447	17732	11856	15684
MACROD1	532	875	793	1253	573	274	342	363	1281	1348
MACROD2	39	146	161	147	108	113	43	120	224	279
MAD1L1	1795	1712	1204	1012	816	1015	1555	976	1591	1841
MAD2L1BP	1914	2125	1808	1189	613	501	1065	1541	1298	817
MAD2L1	2928	1742	1674	585	532	571	3476	2301	761	548
MAD2L2	1931	1235	1331	1951	730	1464	2363	961	564	715
MADCAM1	5	3	3	3	1	12	7	3	22	23
MADD	3115	4972	3097	3556	2950	2322	2081	4248	4516	3745
MAEA	3240	3545	2528	3081	2471	1749	1877	4530	1914	2421
MAEL	3	5	4	4	3	0	0	5	1	9
MAF1	3457	5777	5617	4074	3359	3968	6954	5833	3669	7522
MAFA	0	0	2	0	0	0	1	0	1	0
MAFB	2615	1964	2684	2350	4933	3383	3140	2388	3860	1014
MAFF	588	1057	681	425	634	784	1850	1663	822	953
MAFG	3960	741	1768	1105	1036	1356	2522	2157	996	920
MAFK	3028	1774	2911	1392	1428	1738	2661	1854	2753	1626
MAF	1151	806	1083	673	1160	1851	1810	1038	1538	450
MAGEA10	0	0	0	0	0	0	0	0	0	0
MAGEA11	0	1	0	2	127	0	0	0	1	8
MAGEA12	0	0	0	0	0	1	2	0	0	43
MAGEA1	0	1	35	0	1	0	0	0	0	3273
MAGEA2	0	0	0	0	0	0	3	1	0	34
MAGEA3	0	4	0	1	1	0	927	0	0	38
MAGEA4	2	0	0	0	0	0	0	3	0	0
MAGEA5	0	0	0	0	0	1	0	0	0	0
MAGEA6	0	5	0	0	0	0	347	0	0	28
MAGEA8	11	2	1	5	24	0	3	15	12	5
MAGEA9B	0	4	0	2	2	0	2	4	1	1
MAGEB10	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	9	0	0
MAGEB18	0	0	0	0	0	1	0	0	3	0
MAGEB1	508	0	0	0	0	2	0	0	0	295
MAGEB2	1	3	0	1	0	0	0	0	0	1935
MAGEB3	0	0	0	0	6	0	0	0	0	0
MAGEB4	964	0	2	0	0	5	1	1	0	0
MAGEB6	0	0	0	0	0	1	0	0	0	1
MAGEC1	1	0	0	0	0	0	0	3	1	39
MAGEC2	0	0	0	0	0	0	0	0	0	89
MAGEC3	4	22	0	2	6	0	2	4	13	2
MAGED1	14191	14670	19140	22442	14037	14670	9508	22011	12088	6696
MAGED2	6756	36701	42258	62197	58105	7464	7070	101291	19754	63147
MAGED4B	604	1000	454	2241	390	911	2312	1262	1266	106
MAGED4	150	274	109	778	74	295	470	245	289	28
MAGEE1	595	225	275	448	300	189	290	630	363	673
MAGEE2	6	2	1	0	5	8	0	9	2	0
MAGEF1	4834	5757	2758	4241	2004	1954	1541	3215	2104	4146
MAGEH1	702	1868	1653	1337	896	1108	703	1262	911	177
MAGEL2	14	25	59	24	118	43	17	31	11	11
MAGI1	641	1291	1781	1007	1026	737	555	2179	1053	2729
MAGI2	281	498	203	289	226	193	105	529	145	564
MAGI3	994	3788	1168	3779	3189	576	901	2342	477	2154
MAGIX	103	338	392	240	199	105	74	256	249	253
MAGOHB	1244	1719	1760	493	331	654	1313	1445	563	437
MAGOH	1417	2181	1181	865	614	804	1804	1623	1011	804
MAGT1	6895	10404	5101	4029	6224	4436	6400	6262	5750	3700
MAG	2	453	27	13	23	2	3	83	42	14
MAK16	1341	832	1035	958	659	955	1948	1312	555	4832
MAK	22	31	76	63	29	23	47	159	11	289
MAL2	3211	14121	9683	10483	8414	1863	27658	14420	7543	19174
MALAT1	15963	3609	11266	19558	7673	8322	2988	8523	11646	5178
MALL	4920	539	582	1295	397	1758	940	939	594	963
MALT1	1273	779	2059	834	1737	901	1592	1420	1920	532
MAL	18	13	43	6	7	71	119	12	123	2
MAMDC2	11	149	87	254	270	185	5	72	20	13
MAMDC4	1421	116	366	1042	63	232	173	224	155	184
MAML1	4577	5123	2618	3516	2689	1965	3150	4745	3148	1815
MAML2	942	312	610	351	733	836	1420	388	562	69
MAML3	418	817	844	709	545	399	143	1561	903	715
MAMLD1	145	106	165	198	158	650	918	116	138	58
MAMSTR	403	70	68	24	21	106	90	126	144	81
MAN1A1	1941	6135	2341	2038	3143	2620	1754	2812	2024	3746
MAN1A2	2324	2333	4883	1131	2327	1004	1612	1859	1939	1180
MAN1B1	15327	3320	10104	5048	4996	3105	3665	5317	5546	3045
MAN1C1	164	189	516	2793	1443	631	281	3950	492	218
MAN2A1	2337	3386	2551	1117	1131	1118	932	2229	1873	1016
MAN2A2	1506	2958	2850	4048	2988	5609	2254	2825	1960	2177
MAN2B1	9164	4088	5301	3223	5953	9242	10717	3998	9571	2356
MAN2B2	6606	4671	5000	2623	5210	2362	1765	4854	2303	3479
MAN2C1	3126	1987	2440	2911	2999	2694	1878	2047	1963	3881
MANBAL	1900	3920	3852	2244	2773	1272	2141	3426	2893	1731
MANBA	1090	3061	4098	4465	3235	1695	1809	6202	3595	1141
MANEAL	64	308	367	2328	496	211	443	667	1745	679
MANEA	1945	1157	1120	759	382	757	584	1113	713	594
MANF	5073	2658	4894	1487	2234	5869	4002	2391	3010	1526
MANSC1	5940	2475	5215	1604	2175	1644	1041	2125	3194	2184
MAOA	185	3132	177	577	197	193	29	702	446	497
MAOB	1995	2076	1594	15522	667	3156	221	8771	16073	343
MAP1A	513	360	1921	456	1814	905	643	1347	1629	286
MAP1B	6038	418	2093	1024	5784	2283	1112	831	951	307
MAP1D	56	143	110	183	86	122	114	168	159	126
MAP1LC3A	1410	628	738	166	387	539	634	376	379	1432
MAP1LC3B2	490	1635	487	639	334	463	461	588	450	395
MAP1LC3B	2597	8415	2923	3507	1522	2540	2506	3246	2191	2395
MAP1LC3C	2	11	13	5	13	20	1	6	13	0
MAP1S	4305	2233	1220	1937	1541	1904	3591	3284	1974	2073
MAP2K1	2860	4180	3526	1767	1874	1913	2208	2545	1656	1683
MAP2K2	4670	5352	3668	4819	3573	3659	6723	6171	6425	4836
MAP2K3	4664	2374	3097	1831	1751	2836	2301	2200	1638	913
MAP2K4	991	1783	2917	2862	1682	827	1057	7088	913	2234
MAP2K5	1080	1137	727	688	551	479	439	1090	429	836
MAP2K6	361	136	488	285	88	440	219	393	205	190
MAP2K7	3107	2512	1836	2815	1680	1933	3261	4446	2739	2366
MAP2	2594	157	1374	161	175	988	3077	220	250	326
MAP3K10	1387	904	712	562	328	680	756	1113	1017	991
MAP3K11	4662	2250	6643	4156	2333	3838	3844	4453	4451	3626
MAP3K12	544	404	966	589	449	558	269	1458	661	886
MAP3K13	354	177	257	119	100	45	52	149	144	97
MAP3K14	4390	732	969	648	992	1078	1140	1587	1738	320
MAP3K15	1	0	3	0	3	10	18	1	8	0
MAP3K1	2100	17085	4650	6341	4606	1667	1397	10513	4164	5872
MAP3K2	1820	1314	2146	1029	1195	702	1296	2288	1468	780
MAP3K3	2933	1275	1625	1628	1497	2073	2323	2163	1322	653
MAP3K4	4375	1417	2002	1334	1610	1037	1817	1945	1634	647
MAP3K5	1064	365	499	805	365	941	842	777	806	375
MAP3K6	2351	1456	1220	2632	2096	2567	3268	2602	570	1711
MAP3K7	3286	1768	19722	1607	924	1312	1314	2818	1101	606
MAP3K8	388	1630	804	325	276	846	462	462	2038	79
MAP3K9	168	223	396	194	169	156	112	552	276	294
MAP4K1	621	263	346	60	109	1675	1339	382	1538	96
MAP4K2	1117	897	3487	1035	515	1554	1628	487	1761	1026
MAP4K3	1700	3612	3543	2040	1319	750	801	5701	1794	1466
MAP4K4	9803	3313	7356	4204	3703	6943	5204	4674	2753	1612
MAP4K5	1666	2464	4071	2043	1704	1062	2067	4050	918	2415
MAP4	17751	13413	12177	8376	12916	12116	14568	14891	11839	7146
MAP6D1	132	146	376	108	60	120	82	310	93	145
MAP6	115	35	1255	402	145	177	71	81	57	21
MAP7D1	6551	5651	4364	4865	5611	5347	9238	3472	5483	6276
MAP7D2	24	77	16	47	304	19	748	18	9	3
MAP7D3	799	126	272	50	168	436	875	274	225	32
MAP7	14966	5289	3168	3592	2375	1175	1256	3448	1799	2440
MAP9	1841	876	2525	725	960	231	508	2665	478	870
MAPK10	432	141	844	112	124	142	11	689	223	33
MAPK11	735	231	483	755	326	793	435	466	421	129
MAPK12	177	108	227	404	147	511	725	273	382	114
MAPK13	2402	4850	4984	5714	1357	2025	3223	3107	3172	4881
MAPK14	4420	5376	4416	2602	2605	2498	3467	3169	2596	2253
MAPK15	97	41	2057	30	121	42	504	1549	561	701
MAPK1IP1L	4194	4091	3520	3026	3367	2409	3616	5386	2554	4016
MAPK1	4003	8453	8216	5870	5770	4039	4758	7927	8883	6275
MAPK3	6526	8576	4983	2575	2984	2534	2265	8711	4713	10268
MAPK4	3034	7	4	1	36	87	46	4	1	0
MAPK6	3147	6182	3674	2646	1718	1097	2316	2913	817	1233
MAPK7	1635	1360	1044	1077	584	625	757	1081	541	587
MAPK8IP1	131	370	628	1033	221	229	138	1337	127	1323
MAPK8IP2	3072	2223	1109	418	119	76	555	1257	3664	1967
MAPK8IP3	1710	3020	3261	5022	2287	2361	2426	6949	3672	3044
MAPK8	1352	1443	1012	629	660	331	875	830	1213	683
MAPK9	2557	4152	3129	3451	2390	1134	1590	5912	2039	1682
MAPKAP1	7663	4192	3773	3294	2459	2617	3636	4547	3713	3197
MAPKAPK2	31731	10044	14853	13344	4933	11686	9500	31031	9789	3425
MAPKAPK3	1466	1470	2225	1073	1753	2305	2815	2208	1913	1157
MAPKAPK5	1436	2469	2631	1235	915	1051	1001	2120	791	1240
MAPKBP1	2760	1107	1844	1655	1372	1017	1168	1650	957	793
MAPKSP1	1111	3227	2871	2037	1474	700	1570	4715	1058	2301
MAPRE1	12453	13510	9864	4834	4665	3994	8966	7620	6961	6963
MAPRE2	13615	699	1271	642	1712	1708	1849	1269	1064	694
MAPRE3	5938	459	2186	1002	407	561	586	1188	827	703
MAPT	97	41610	1742	18923	13307	149	74	22890	2016	28718
MARCH10	0	16	41	9	17	4	2	74	8	1
MARCH11	0	0	0	17	0	0	0	3	0	1
MARCH1	364	200	775	97	95	271	396	326	557	238
MARCH2	994	2134	1341	1461	1014	1427	919	1762	1509	1844
MARCH3	427	605	204	231	59	233	280	1683	270	151
MARCH4	1	1	20	7	15	0	18	7	3	10
MARCH5	3157	2995	3191	1953	2422	1071	3156	3639	1935	3591
MARCH6	4981	7737	10035	5847	4393	3128	2162	8859	5460	4635
