	TCGA-OL-A5RW-01	TCGA-OL-A5RX-01	TCGA-OL-A6VR-01	TCGA-OL-A5S0-01	TCGA-OL-A5RV-01	TCGA-OL-A66O-01	TCGA-OL-A5RZ-01	TCGA-OL-A66P-01	TCGA-OL-A66J-01	TCGA-OL-A66H-01	TCGA-OL-A97C-01	TCGA-OL-A66L-01	TCGA-OL-A66N-01	TCGA-OL-A66I-01	TCGA-OL-A5D7-01	TCGA-OL-A6VO-01	TCGA-OL-A5DA-01	TCGA-OL-A5D8-01	TCGA-OL-A5RU-01	TCGA-OL-A5D6-01	TCGA-OL-A6VQ-01	TCGA-OL-A66K-01	TCGA-OL-A5RY-01
LOC647309	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LOC647859	0	7	26	0	1	30	5	1	13	5	1	8	3	3	8	11	135	51	10	0	1	27	14
LOC647946	200	26	44	15	15	150	79	2	62	16	87	7	11	85	61	126	35	51	14	10	12	10	46
LOC647979	6139	17098	27365	9120	18189	15292	8941	5312	25642	14191	13706	9854	21405	18661	5852	11132	18580	22542	13814	13071	10286	25207	11816
LOC648691	0	3	0	24	0	0	0	0	0	0	0	0	0	20	2	0	3	0	1	0	0	8	0
LOC648740	23	35	26	2	36	22	10	9	12	12	18	16	7	27	12	16	103	58	22	8	11	29	10
LOC649330	27	15	89	16	36	72	30	17	35	26	16	42	41	30	26	81	44	33	28	18	12	22	13
LOC650293	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC650368	31	91	85	85	49	114	92	65	83	44	23	188	224	24	40	70	38	42	63	86	29	78	52
LOC650623	4	91	87	12	273	19	87	5	49	26	117	14	6	21	73	41	110	170	59	55	63	49	47
LOC651250	2455	3996	4198	1517	3037	1876	4906	1557	2544	3252	2165	2034	2647	3071	1138	4199	3900	2118	2249	1552	1478	3396	2883
LOC652276	35	167	156	35	181	104	102	42	136	78	127	100	102	123	97	82	94	210	110	67	66	199	50
LOC653113	71	161	390	107	164	381	135	48	161	176	72	194	414	121	383	260	318	216	84	216	43	67	50
LOC653501	161	561	524	159	442	247	67	56	299	273	155	115	194	348	193	388	432	349	382	177	120	323	194
LOC653544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC653545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC653566	4368	3094	6194	2404	2359	2603	2322	4561	2210	4257	1860	2982	3707	2889	2480	4690	7224	3662	4617	3100	1370	3858	4772
LOC653653	17	114	83	33	143	39	35	57	71	113	99	10	50	156	45	107	131	116	99	91	72	116	161
LOC653786	6	11	3	16	5	6	13	119	31	19	3	70	13	26	8	8	0	6	9	21	1	2	22
LOC654342	2065	750	990	670	465	1059	608	811	654	577	908	1220	1104	951	500	327	1230	801	593	541	366	755	1049
LOC654433	50	603	590	16	389	55	20	225	261	453	348	362	83	190	49	41	854	14	32	316	11	915	707
LOC678655	1446	981	1086	952	1114	1887	1858	573	800	1040	408	1327	1544	1938	1382	815	1158	1097	438	510	289	925	352
LOC723809	0	1	1	1	14	0	7	1	1	0	1	1	1	1	1	0	26	1	2	0	1	1	0
LOC723972	32	20	63	27	31	39	29	23	31	36	18	20	28	37	21	98	44	43	31	20	11	36	23
LOC727677	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
LOC727896	16	49	55	28	36	16	19	12	27	40	20	14	25	82	91	57	33	45	37	24	11	33	82
LOC727924	0	0	0	0	1	0	0	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LOC728024	11	47	99	24	45	32	17	14	99	38	26	33	23	33	50	44	40	49	40	31	20	49	36
LOC728190	380	360	265	526	435	572	234	162	341	300	284	449	192	338	432	513	276	335	328	438	189	447	445
LOC728264	81	2891	472	176	4227	142	82	186	804	227	638	474	507	644	135	101	564	165	455	562	439	599	398
LOC728276	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728323	36	83	91	21	154	21	63	6	25	102	39	10	63	40	11	118	60	24	45	47	31	73	24
LOC728392	113	346	98	196	390	406	123	351	276	151	679	406	586	263	129	142	246	179	245	367	100	303	356
LOC728410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728554	569	314	948	828	522	1728	355	298	137	295	447	513	496	292	1107	1621	725	152	324	538	106	385	288
LOC728606	7	83	493	1	167	2144	49	2	0	161	7	798	49	12	2	2	102	862	1026	98	41	68	1
LOC728613	147	378	452	437	511	422	449	260	275	450	366	227	537	78	181	540	644	403	468	306	142	539	175
LOC728640	71	119	129	53	135	95	149	27	86	81	113	45	94	97	95	203	128	95	108	75	44	106	153
LOC728643	355	221	264	117	171	310	255	69	104	122	176	154	173	129	168	217	124	188	149	97	67	123	163
LOC728723	31	49	19	52	44	27	32	64	25	23	20	23	25	35	47	26	23	38	15	72	9	38	19
LOC728743	580	441	551	548	373	1022	670	503	323	528	514	564	794	709	464	761	908	746	589	277	62	644	291
LOC728758	89	69	149	115	62	144	71	103	49	82	71	237	158	68	95	187	84	93	67	82	37	71	70
LOC728819	37	50	87	83	21	16	9	10	36	15	25	38	32	24	27	56	12	5	13	10	3	28	23
LOC728855	1047	1014	3389	540	864	1489	577	587	1471	145	278	384	373	1796	252	266	3610	13251	781	1242	259	139	881
LOC728875	1394	298	481	424	94	424	25	375	158	16	72	158	116	131	193	327	746	1964	299	259	22	18	260
LOC728989	5	13	9	4	4	2	2	14	5	9	6	0	13	9	17	9	4	7	26	4	7	0	4
LOC729020	59	50	98	28	81	40	48	49	62	69	33	13	16	61	59	56	39	33	63	70	29	45	62
LOC729082	1015	739	702	402	977	836	1330	630	583	790	720	632	551	529	844	1693	614	965	788	693	474	665	860
LOC729121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729156	6	21	33	17	11	13	12	14	14	29	0	5	13	0	10	7	140	24	5	0	2	27	20
LOC729176	80	81	75	28	84	50	86	18	101	106	21	21	51	56	67	177	52	66	89	57	40	73	97
LOC729234	385	311	319	239	210	822	171	130	247	77	173	548	576	246	452	159	439	565	332	56	99	488	160
LOC729375	282	175	517	115	161	521	63	51	115	184	101	255	269	104	250	149	572	199	90	110	51	139	67
LOC729467	3	0	3	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
LOC729603	25	67	19	22	85	8	51	11	40	44	85	11	25	30	56	28	93	29	31	53	11	30	38
LOC729609	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729668	0	5	0	1	11	0	0	1	1	2	1	0	0	0	1	0	0	1	1	2	0	0	2
LOC729678	2058	782	1951	716	763	2194	1242	1537	892	1361	722	970	1466	1761	641	906	1234	1217	1404	530	322	858	984
LOC729799	24	39	53	19	69	4	11	12	48	25	41	11	16	23	34	4	78	57	32	33	6	17	29
LOC729991-MEF2B	309	256	269	175	181	855	385	96	211	214	92	218	119	294	210	134	212	227	209	123	87	212	209
LOC729991	1164	674	1276	677	752	885	1072	578	968	635	502	1541	1258	756	977	889	774	874	838	798	343	696	496
LOC730101	277	288	937	220	477	555	233	87	213	359	1166	66	166	497	733	282	606	301	166	104	82	523	209
LOC730668	2	7	11	17	16	22	2	4	15	13	2	5	10	2	18	2	31	14	5	40	0	11	3
LOC730811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731789	5	0	0	5	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC732275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC80054	16	106	147	93	130	402	313	134	123	232	95	344	751	230	197	81	120	210	143	127	29	76	87
LOC80154	2482	1633	1917	1193	1774	3368	2552	687	1566	792	1584	1471	910	589	2886	5139	2346	1126	1220	690	434	1168	497
LOC81691	161	407	339	217	510	984	321	220	219	538	144	278	430	334	799	576	249	294	364	248	106	805	149
LOC84740	9	10	6	1504	33	4	11	6	4	2	12	8	7	95	3659	278	5	18	10	2	4	4	13
LOC84856	373	36	28	571	20	4	1	43	21	16	437	32	30	2208	1079	180	69	4	73	23	12	8	94
LOC84931	0	0	0	0	2	0	1	0	1	0	1	2	2	0	1	0	0	0	3	3	4	2	0
LOC84989	10	71	51	173	36	30	44	24	17	11	40	143	54	29	31	9	12	5	23	18	10	18	53
LOC90110	621	508	966	686	432	704	11701	183	941	720	336	429	569	466	259	913	1225	867	511	235	170	964	291
LOC90246	4	672	17	12	361	20	77	40	28	11	90	120	113	9	2	4	26	8	29	92	90	16	194
LOC90586	0	3	1	5	15	0	3	1	12	2	1	9	6	2	0	0	1	6	6	5	3	2	14
LOC90784	347	166	726	64	436	456	206	596	1224	903	139	275	349	840	947	761	1291	1460	350	255	263	824	481
LOC90834	4	80	47	12	135	17	40	17	61	40	61	6	25	40	48	42	95	129	80	44	19	64	21
LOC91149	8	0	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
LOC91316	581	563	864	390	1149	835	410	258	615	375	501	463	617	480	977	413	873	813	1036	316	215	552	302
LOC91450	39	3	6	30	12	19	11	23	21	4	3	17	18	16	5	5	27	9	7	10	5	5	6
LOC91948	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	1	0	0	2	9	0	0	0
LOC92249	1523	1338	1557	1003	1437	841	859	465	952	1046	782	656	1251	1521	1289	723	1377	1433	1333	923	435	1140	850
LOC92659	994	448	947	90	238	747	284	297	305	365	84	481	1247	374	302	570	546	524	125	245	53	478	202
LOC92973	164	291	254	65	210	312	34	11	56	81	146	102	142	213	44	227	231	539	166	44	60	217	22
LOC93432	1	2	0	2	8	0	0	0	0	0	0	0	0	27	43	0	0	1	0	0	0	0	0
LOC93622	1885	868	2031	926	1055	3527	1378	740	1435	1125	558	1679	1926	882	710	1108	1397	1708	856	988	302	1059	825
LOC96610	17643	24145	9570	50472	24422	38557	4014	382917	3446	18116	2015	19972	66138	130990	74903	11093	5877	12519	182779	18807	7372	10446	271614
LOH12CR1	473	279	406	390	419	290	239	753	228	334	212	408	211	334	150	498	247	266	148	758	118	320	216
LOH12CR2	74	107	134	93	76	99	163	18	82	70	63	78	213	50	10	108	78	111	41	82	25	87	44
LOH3CR2A	16	108	138	47	139	48	80	37	158	99	24	133	102	26	16	12	62	19	77	103	77	64	30
LONP1	8077	4929	9883	5426	4216	10230	6095	8615	5373	5385	3329	8773	6418	4261	11653	5107	4546	5458	4912	10932	1460	4733	3533
LONP2	981	3145	10770	1128	5963	1998	3423	1570	1713	4343	2424	1068	1261	1949	2049	9464	2037	3274	5052	6831	1559	2183	2898
LONRF1	251	1558	595	459	1382	874	403	452	650	710	1708	679	1076	3639	678	2052	1044	1639	982	1287	745	1225	853
LONRF2	76	3207	2708	12	2669	971	786	142	2298	884	3106	977	274	22	338	793	2312	29750	1080	91	837	2138	154
LONRF3	140	52	35	7	29	1	3	18	10	29	14	30	14	28	13	13	10	2	27	46	20	6	38
LOR	4	0	3	0	3	1	0	2	1	0	0	1	8	18	2	0	5	0	4	1	1	0	4
LOXHD1	3	2	15	9	9	3	4	3	22	5	21	12	19	4	2	8	4	13	6	16	4	5	8
LOXL1	1707	3274	1322	2932	2268	5557	867	2293	1732	1542	687	6216	3873	2690	836	1147	3021	2309	1844	4775	2079	4304	3515
LOXL2	4073	2509	874	2796	1879	2706	1029	1010	2033	1610	17546	1969	1018	2804	949	1089	1864	2508	1171	3720	1246	1940	2742
LOXL3	453	286	311	347	592	312	129	129	276	469	318	233	402	855	161	523	185	366	490	189	74	355	168
LOXL4	285	200	166	712	151	68	57	56	101	219	205	208	425	245	127	211	239	91	327	132	69	209	370
LOX	1013	1101	525	1579	1070	761	426	617	1639	1210	1246	1262	1468	1886	283	821	714	584	726	2102	1192	2218	2109
LPAL2	1	15	7	8	5	6	2	4	10	11	14	6	19	9	2	2	5	3	2	11	2	3	4
LPAR1	79	573	869	368	429	402	366	220	566	180	1609	590	1073	353	73	182	530	359	679	385	414	529	1086
LPAR2	1532	1081	1355	1272	1041	1875	1216	1079	1179	911	750	1413	2373	1436	1526	1940	1019	888	1088	1969	301	1316	961
LPAR3	19	195	560	60	398	0	13	91	2	2	72	0	26	29	86	7	4	0	10	399	58	128	77
LPAR4	3	16	6	4	32	2	0	12	24	12	68	4	10	4	1	9	5	11	11	22	11	18	13
LPAR5	523	90	188	105	146	68	88	156	87	548	78	157	159	560	174	68	201	242	146	178	78	154	320
LPAR6	333	1852	1300	804	1802	855	554	983	2068	2456	674	1370	1357	1447	292	1533	1426	1342	1225	788	616	1732	2034
LPA	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LPCAT1	5267	2846	4812	4174	3972	3796	7240	2514	3198	5059	2494	4022	5150	3082	3766	5171	6845	7213	2865	4489	2338	3745	2928
LPCAT2	482	980	892	215	1040	388	247	348	653	736	250	299	1259	1084	121	383	630	276	410	714	472	889	1273
LPCAT3	3346	4285	6405	1429	2973	2779	6007	5875	3471	2883	1755	2179	2462	2269	3776	2841	3167	4279	1967	9158	1319	3455	1961
LPCAT4	1579	866	1738	848	638	1336	211	726	867	846	523	861	1362	1016	1406	1247	1004	622	897	583	354	486	1013
LPGAT1	3774	5752	3780	3056	6380	4577	3593	1471	4945	3008	2138	2255	4834	2155	772	1795	4566	7778	3626	2343	2402	10141	3078
LPHN1	7269	3363	6046	1410	2312	4760	197	1956	3512	2865	4830	3115	3299	4288	7187	288	3937	6302	1986	1580	726	3871	830
LPHN2	141	1218	682	796	1220	571	249	341	911	648	2274	458	715	1169	133	559	1008	453	641	1664	692	931	1561
LPHN3	4	149	33	17	378	1	14	18	46	22	609	25	55	31	9	10	9	5	38	16	26	70	162
LPIN1	10546	1205	1418	1340	2218	828	1194	1478	759	1318	1031	517	898	3743	4174	10117	788	1518	822	3357	421	600	1748
LPIN2	332	1877	2609	585	2603	779	7085	797	2040	1954	2013	987	1087	2714	1856	6370	1917	878	1494	1554	799	1675	1851
LPIN3	1254	1621	1801	906	1665	2276	634	441	967	799	505	1642	1674	864	1109	865	992	1462	1430	1447	439	1500	433
LPL	962	1518	600	1922	780	173	410	437	10746	559	11055	3510	1240	1157	1369	904	68	447	1284	1120	659	398	1821
LPO	77	7	3	46	4	5	0	26	1	2	1	4	2	5	4	22	1	11	2	8	2	0	1
LPPR1	20	83	28	23	39	0	1	0	1	0	15	4	29	14	7	132	9	4	2	9	6	4	30
LPPR2	1019	2284	2604	819	1939	4192	2421	1028	2142	2256	2001	2891	4042	1093	483	689	2732	3454	2253	2682	824	4658	1224
LPPR3	3	31	1610	52	208	4009	1	15	5058	14	420	157	24	6	107	25	3073	4073	273	14	245	1188	12
LPPR4	17	166	39	52	92	36	22	75	173	113	4228	47	126	80	21	92	12	44	97	68	59	86	177
LPPR5	2	18	1	4	14	10	14	2	24	5	154	21	5	3	2	0	11	21	6	17	9	17	16
LPP	380	416	784	667	1627	176	225	134	191	151	1014	271	102	262	66	229	258	687	436	401	587	268	370
LPXN	439	681	658	547	468	276	144	1158	452	979	264	456	589	1817	895	685	569	571	1075	715	247	422	1553
LQK1	17	11	30	39	13	26	9	78	19	67	47	240	165	59	28	11	4	38	28	6	1	273	90
LRAT	120	162	11	7	143	7	26	44	3	54	44	30	144	54	73	361	238	92	134	56	10	61	428
LRBA	977	5755	13483	940	8096	5196	5059	1049	5007	4291	4223	2312	2837	2554	1252	2000	7707	5966	6209	3518	3367	4090	2994
LRCH1	266	2237	2254	538	1832	647	233	402	1658	834	1292	438	632	1294	599	1335	1170	1200	996	759	783	999	1172
LRCH2	19	62	38	83	80	32	4	47	105	27	17	42	76	63	9	68	61	33	47	82	42	119	49
LRCH3	479	713	864	378	735	176	496	224	471	507	429	206	158	362	401	1043	528	666	569	526	325	461	447
LRCH4	5162	3530	3257	1342	3587	4443	8090	2179	2631	4051	2185	2684	3275	2347	3622	2423	2800	4937	4338	2681	1013	3120	6705
LRDD	2250	1298	1596	723	1508	4043	4415	1631	1016	1389	806	2323	1889	1198	1438	1722	1636	1771	1677	572	274	1490	724
LRFN1	573	123	528	694	309	536	370	313	79	503	510	318	344	889	1050	558	685	612	192	307	49	463	74
LRFN2	0	8	170	2	10	47	31	97	34	34	36	29	55	306	1	8	107	70	13	142	8	33	7
LRFN3	589	740	1024	1148	782	1258	631	605	886	834	723	1030	1385	1044	768	1179	862	993	721	1129	283	771	336
LRFN4	2004	1080	1081	2190	927	4104	1013	363	1526	908	831	2171	611	1876	12191	5089	2281	1606	609	593	264	1412	479
LRFN5	0	85	13	18	56	24	6	13	56	15	1210	24	56	10	5	9	22	19	21	26	77	42	110
LRG1	11	10670	2867	34	5099	9622	43	2379	2034	90	255	11806	147	38	53	35	627	4419	8432	4984	3435	12496	1673
LRGUK	4	232	83	1	122	27	12	5	69	18	36	97	67	8	28	22	24	83	71	44	6	274	5
LRIG1	787	17299	38161	1121	13421	6738	2929	2475	6934	13593	3382	6343	4730	2965	2837	6406	14371	12929	15872	6494	6342	13191	2928
LRIG2	337	406	694	191	554	381	206	120	381	253	504	232	159	308	252	778	378	341	429	275	269	426	237
LRIG3	493	1059	588	550	1034	289	438	862	608	319	145	213	646	930	437	956	300	255	512	1784	521	701	1807
LRIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRIT2	2	2	1	4	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	0	0
LRIT3	4	15	49	10	44	34	53	7	46	18	6	27	4	16	29	9	82	31	42	16	25	24	3
LRMP	50	158	76	90	107	40	99	307	218	150	120	210	297	448	249	80	95	59	356	77	65	95	1009
LRP10	12325	13774	42245	24949	13826	10209	5912	8319	16450	15367	7324	12363	11503	6525	2380	6887	8796	9147	13174	18294	5497	9188	9989
LRP11	1353	1338	2138	1487	1663	1296	2675	994	2067	2720	1174	1143	2074	3522	1267	2200	1801	3105	2692	1577	600	1926	2489
LRP12	438	487	620	538	484	211	133	107	559	272	1068	158	161	1460	1186	1958	533	360	345	364	279	372	516
LRP1B	16	27	17	8	34	5	0	2	19	4	285	7	94	5	2	0	11	5768	5	8	4	9	40
LRP1	4401	14431	7196	12822	16830	8257	4502	9614	26046	12317	32604	17601	16400	14955	4546	5252	11112	10548	12884	22943	10882	18210	15335
LRP2BP	47	155	295	42	133	84	161	20	104	110	82	46	104	73	27	27	303	99	145	55	44	139	63
LRP2	34	2045	25076	386	7487	6766	41	22	871	18157	6172	348	1449	100	854	2299	1298	98	8293	17	4354	9283	91
LRP3	3814	2298	2955	3726	3628	4682	7374	4663	3567	3317	4153	6070	5654	4609	3260	2735	3670	3368	2524	4498	1101	2785	1909
LRP4	27	222	165	43	674	54	48	108	195	61	855	56	117	345	76	130	165	48	72	284	124	152	94
LRP5L	207	399	668	168	599	964	260	124	242	240	179	155	281	234	280	329	530	1196	559	236	61	271	82
LRP5	2311	4560	6258	2082	5168	4257	3652	1638	2565	9272	2739	3328	3753	2570	8578	4633	1910	3815	3858	2129	1859	2706	2951
LRP6	1160	2134	2511	2181	2478	1082	1548	269	1391	1230	2580	803	1055	1923	907	1926	2279	1127	820	861	946	1445	933
LRP8	82	114	303	648	191	160	82	351	40	282	157	46	54	510	1280	1047	57	292	84	171	57	145	595
LRPAP1	12255	4148	12830	5281	5561	9067	7022	7988	6691	7204	4335	13304	11534	5110	4047	7093	5126	5944	7284	7708	2248	5676	6941
LRPPRC	5846	8199	10760	6275	7854	11156	6251	5624	7834	10103	3705	5175	5870	5772	10132	17666	6426	7324	6673	6877	3546	9025	5023
LRRC10B	208	96	500	88	91	270	231	56	70	64	18	54	336	29	30	100	108	128	215	67	37	157	91
LRRC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC14B	15	23	35	8	53	2	9	2	0	3	2	10	18	6	604	4508	51	22	525	2	6	12	5
LRRC14	2493	1731	7154	1970	2401	3957	3908	1182	1886	2168	1149	3072	3339	2115	3889	3219	2237	4145	2438	1744	741	2014	1190
LRRC15	2852	3286	183	5246	1475	2323	903	2209	2873	1688	40	5090	3579	4588	686	784	4016	2368	1992	8456	3283	9168	3130
LRRC16A	1147	1533	1884	795	1331	750	2739	320	1164	820	947	869	1400	1289	572	1787	1564	1154	1323	1359	750	2502	1007
LRRC16B	225	41	606	37	64	193	47	10	11	39	90	45	53	51	55	35	68	158	35	68	9	28	20
LRRC17	207	835	272	249	560	2145	283	251	1064	214	552	1044	964	497	26	69	908	638	286	662	790	1188	809
LRRC18	0	12	0	2	4	4	0	4	4	3	1	4	3	2	0	6	0	1	2	4	7	0	3
LRRC19	3	4	1	0	4	11	1	1	1	0	5	3	0	1	0	0	2	11	0	0	0	5	1
LRRC1	2530	1510	3302	1808	1799	3060	1134	818	2866	2021	586	1305	2262	451	650	1351	5347	1999	1744	4499	664	1875	1669
LRRC20	597	437	457	430	347	2223	634	195	744	428	575	480	523	165	742	985	272	1095	619	481	233	553	342
LRRC23	680	548	1115	538	449	1843	934	442	523	340	326	1232	845	430	480	1156	514	468	401	612	147	397	186
LRRC24	202	96	234	26	80	389	79	68	30	132	45	179	35	27	14	137	81	155	71	89	13	91	9
LRRC25	416	186	167	229	183	94	105	438	268	1101	258	673	493	1046	345	229	147	212	270	407	87	157	646
LRRC26	4	152	327	7	431	1566	2163	847	5	103	55	1477	1670	2	17	19	274	157	978	888	155	133	109
LRRC27	171	966	1367	510	938	1643	1341	297	828	704	373	1523	1401	289	568	684	1048	1497	775	371	275	1188	330
LRRC28	1005	408	745	437	420	196	424	319	258	385	266	413	596	353	202	790	408	407	270	379	165	348	428
LRRC29	152	121	514	130	178	354	107	83	170	317	134	290	387	138	58	73	175	157	231	103	30	205	126
LRRC2	27	34	12	21	23	9	2	36	23	32	7	34	35	40	13	4	11	19	25	62	13	19	54
LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC31	0	323	6	0	188	64	0	4	0	92	3	222	407	0	0	0	11	0	1273	312	103	337	37
LRRC32	1069	2544	639	2280	2056	2232	884	1431	4069	1915	326	3592	4087	1987	411	1326	2291	1971	2562	3242	1690	2955	2662
LRRC33	348	288	346	295	178	96	91	405	413	466	243	288	280	604	388	341	178	356	384	218	113	187	453
LRRC34	51	81	115	142	62	81	97	33	139	79	29	57	61	170	43	88	111	45	100	32	25	79	39
LRRC36	112	66	6	22	12	41	10	4	15	10	69	22	57	3	9	5	37	43	39	82	6	67	18
LRRC37A2	257	1099	296	93	389	50	47	18	626	244	156	41	115	90	284	311	660	174	626	79	101	280	70
LRRC37A3	356	566	392	53	588	258	534	119	479	343	157	247	353	369	84	137	863	1822	467	253	179	609	132
LRRC37A4	252	215	309	108	545	58	1479	120	177	125	319	38	92	247	420	1328	199	304	221	200	118	200	185
LRRC37A	495	1493	1062	471	766	417	227	219	1158	521	412	406	527	358	490	664	1570	1112	1308	335	276	1248	468
LRRC37B2	518	904	2249	1696	993	849	457	455	966	1274	779	680	675	752	801	2540	1242	753	1126	583	1243	1324	766
LRRC37B	273	454	573	430	365	164	137	107	212	289	318	196	222	431	424	1145	468	415	319	102	129	445	235
LRRC39	9	28	7	6	17	23	22	0	8	27	15	10	5	4	5	44	40	22	8	51	5	13	4
LRRC3B	3	17	1313	2	6	3	0	1	3	1	4	6	8	3	0	1	1	0	1	0	5	0	2
LRRC3	196	47	116	196	80	41	11	48	32	51	74	45	32	246	204	386	50	49	44	118	38	45	86
LRRC40	201	738	640	556	777	456	306	161	652	621	375	225	359	852	342	1742	744	813	677	503	310	843	581
LRRC41	4512	5309	9126	3659	5876	6773	4794	2472	5030	7344	3764	3423	3480	4089	4650	5930	5594	6490	5941	5017	2059	4294	4744
LRRC42	1206	2092	2687	2451	1735	3030	810	1025	1360	1590	1168	2387	1630	1859	1491	2914	1276	1200	1727	1246	675	1445	1924
LRRC43	32	74	16	18	86	3	26	1	2	28	57	23	25	18	38	21	65	89	71	18	11	76	8
LRRC45	2805	1288	2178	1709	1447	5644	1640	4089	1342	1955	523	3449	3680	934	4750	4342	1544	1484	1264	1420	428	2369	1146
LRRC46	68	329	315	26	260	365	62	15	193	242	46	808	648	28	15	107	158	614	337	149	83	559	17
LRRC47	3672	3308	5568	2584	3086	5533	2011	2381	2174	3675	1149	4319	3631	5102	5828	5684	3995	3459	3614	3058	1255	3219	2415
LRRC48	18	710	1106	18	729	559	105	29	221	163	163	522	911	116	29	169	219	602	418	133	210	1620	28
LRRC49	374	295	383	130	205	160	24	55	151	160	141	157	172	260	60	236	378	176	176	106	82	179	182
LRRC4B	22	96	37	44	49	50	16	65	47	25	939	72	101	79	26	7	21	60	68	37	21	50	71
LRRC4C	13	217	258	78	285	118	21	17	89	20	164	301	66	38	21	26	383	190	119	51	274	137	819
LRRC4	49	92	24	42	89	23	119	29	114	111	61	48	40	56	24	71	85	57	66	68	39	55	56
LRRC50	27	324	161	15	295	217	21	5	83	111	69	228	67	8	12	49	77	436	366	20	31	659	6
LRRC52	2	4	0	0	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	5	0
LRRC55	18	112	29	41	17	27	8	25	43	20	2	11	19	55	48	97	83	30	98	41	22	62	35
LRRC56	506	932	1695	113	647	2018	204	1291	849	1016	132	812	946	261	630	983	458	2249	985	601	254	910	101
LRRC57	452	962	1324	356	925	597	736	265	869	656	536	355	461	425	429	1745	781	969	749	537	337	1250	659
LRRC58	2104	2036	3064	1079	2429	1595	1393	801	1742	2480	1535	594	1233	2290	1460	2677	2033	1635	1966	2340	1064	2300	1266
LRRC59	5502	4936	9586	7635	6099	9683	3851	4476	5433	9800	4195	6025	9344	5972	9788	18681	4978	5159	7556	10637	2722	7103	7089
LRRC61	961	1290	2725	1942	924	3423	1063	290	970	1983	152	1306	1360	1957	3671	2601	1630	2316	558	466	252	1573	611
LRRC66	17	27	21	55	14	11	1	1	15	4	10	2	3	8	4	44	31	34	7	4	1	29	8
LRRC67	0	8	26	0	4	0	10	0	0	0	2	2	3	7	0	2	5	4	2	0	0	26	0
LRRC69	7	2	36	10	4	2	1	2	3	0	2	2	6	3	6	11	16	3	6	3	1	2	5
LRRC6	63	1316	503	122	781	44	111	13	81	261	92	168	348	123	68	298	175	697	209	138	117	734	78
LRRC70	48	157	68	81	118	174	51	114	175	161	43	220	230	47	24	58	93	57	127	90	119	160	199
LRRC7	1	2	1	0	0	0	0	0	0	2	31	1	0	0	0	0	0	0	1	0	1	24	8
LRRC8A	3337	4312	5034	1989	5208	2286	2949	1164	2766	2572	2863	2522	2582	2919	3802	3343	3644	3074	3555	4528	2330	3400	4675
LRRC8B	611	1451	1353	983	1550	936	723	348	1081	829	657	519	513	1167	1064	4143	1226	911	795	1756	532	1005	1107
LRRC8C	363	830	817	784	616	241	173	508	1266	848	693	544	460	1131	2374	8990	548	338	576	725	495	413	1254
LRRC8D	1054	1525	2322	2190	1997	1689	894	613	966	2020	951	685	736	1317	1701	8042	1945	1781	1617	983	571	1066	1543
LRRC8E	1091	1522	2349	491	1297	1722	767	508	1637	853	555	934	1249	373	1343	709	811	1534	1320	1377	493	1511	921
LRRCC1	387	1112	1878	946	877	1301	1011	257	964	846	412	506	1521	2402	1030	2438	923	1836	1099	410	472	1358	6725
LRRFIP1	1791	7624	10185	2547	8497	4827	3682	2680	7921	7337	3957	4439	7543	3355	1951	3932	5769	2764	7648	6173	3906	6911	7044
